M/Z,Intensity
102.25042,5.8666667
102.46374,5.8666667
102.67728,5.8705882
102.89104,5.8627451
103.10503,5.8705882
103.31923,5.8705882
103.53366,5.8980392
103.74832,5.8901961
103.96319,5.8745098
104.17829,5.8784314
104.39361,5.8627451
104.60915,5.8627451
104.82491,5.8745098
105.0409,5.8588235
105.25711,5.8666667
105.47354,5.8745098
105.69019,5.8745098
105.90707,5.8588235
106.12416,5.8627451
106.34148,5.8745098
106.55903,5.8666667
106.77679,5.8705882
106.99478,5.8666667
107.21299,5.8666671
107.43142,5.9764696
107.65007,5.9019613
107.86895,5.8745103
108.08805,5.9607834
108.30737,5.886275
108.52691,5.8666667
108.74667,5.8588235
108.96666,5.8588235
109.18687,5.8666667
109.4073,5.8705882
109.62796,5.8705882
109.84883,5.8666667
110.06993,5.8705882
110.29125,5.8705882
110.5128,5.8705882
110.73456,5.8627451
110.95655,5.8705882
111.17876,5.8745098
111.40119,5.8745098
111.62385,5.8784314
111.84672,5.8745098
112.06982,5.8784314
112.29314,5.8588235
112.51669,5.8588235
112.74045,5.8666667
112.96444,5.8705882
113.18865,5.8705882
113.41309,5.8588235
113.63774,5.8627451
113.86262,5.8745098
114.08772,5.8627451
114.31304,5.8666667
114.53858,5.8784314
114.76435,5.8784314
114.99034,5.8784314
115.21655,5.8784314
115.44298,5.9058819
115.66964,5.8784314
115.89652,5.8666667
116.12362,5.8666667
116.35094,5.8705882
116.57849,5.8901956
116.80625,5.8705882
117.03424,5.8784314
117.26246,5.8784314
117.49089,5.8705887
117.71955,5.9019603
117.94842,5.8745098
118.17753,5.8745098
118.40685,5.8784314
118.63639,5.8823529
118.86616,5.8784314
119.09615,5.8745098
119.32636,5.8784314
119.5568,5.8784314
119.78746,5.8745098
120.01833,5.8705882
120.24944,5.8588235
120.48076,5.8588235
120.71231,5.8745098
120.94407,5.8745098
121.17607,5.8705882
121.40828,5.8666667
121.64071,5.8745098
121.87337,5.8705882
122.10625,5.8666667
122.33935,5.8666667
122.57268,5.8705887
122.80622,5.9333324
123.03999,5.8941176
123.27398,5.8823529
