M/Z,Intensity
101.6118,5.8705882
101.82445,5.8784314
102.03732,5.8666667
102.25042,5.858824
102.46374,5.9450971
102.67728,5.8705887
102.89104,5.8784323
103.10503,6.0588221
103.31923,5.8980397
103.53366,5.8588235
103.74832,5.8627451
103.96319,5.8705882
104.17829,5.8745098
104.39361,5.8705882
104.60915,5.8627451
104.82491,5.8705887
105.0409,5.9725485
105.25711,5.9333333
105.47354,5.8901961
105.69019,5.8745103
105.90707,5.9372544
106.12416,5.886275
106.34148,5.9098034
106.55903,5.8823529
106.77679,5.8862745
106.99478,5.8784314
107.21299,5.8784314
107.43142,5.8784314
107.65007,5.8666667
107.86895,5.8705882
108.08805,5.8627451
108.30737,5.8745098
108.52691,5.8666667
108.74667,5.8705882
108.96666,5.8745098
109.18687,5.8745098
109.4073,5.8627451
109.62796,5.8588235
109.84883,5.8666667
110.06993,5.8745098
110.29125,5.8784314
110.5128,5.8705882
110.73456,5.8666667
110.95655,5.8745098
111.17876,5.8784314
111.40119,5.8784314
111.62385,5.8705882
111.84672,5.8705882
112.06982,5.8784314
112.29314,5.8745098
112.51669,5.8745098
112.74045,5.8745098
112.96444,5.8705882
113.18865,5.8705882
113.41309,5.8627451
113.63774,5.8666671
113.86262,5.9450971
114.08772,5.886275
114.31304,5.8705882
114.53858,5.8627451
114.76435,5.8666667
114.99034,5.8666667
115.21655,5.8823529
115.44298,5.8823529
115.66964,5.8823529
115.89652,5.8784314
116.12362,5.8784314
116.35094,5.8784314
116.57849,5.8745098
116.80625,5.8745098
117.03424,5.8784314
117.26246,5.8745098
117.49089,5.8745098
117.71955,5.8745098
117.94842,5.8666667
118.17753,5.8666667
118.40685,5.8666667
118.63639,5.8705882
118.86616,5.8627451
119.09615,5.8745098
119.32636,5.8588235
119.5568,5.8705882
119.78746,5.8980387
120.01833,5.8666667
120.24944,5.8627451
120.48076,5.854902
120.71231,5.8666671
120.94407,5.9725476
121.17607,5.8823539
121.40828,5.9176466
121.64071,5.8745108
121.87337,5.9490187
122.10625,5.9137255
122.33935,5.8823534
122.57268,5.8862745
122.80622,5.8784314
123.03999,5.8745098
123.27398,5.8745098
123.5082,5.8588235
123.74263,5.8705882
123.97729,5.8901966
124.21217,5.9725481
124.44727,5.9372549
124.6826,5.8901966
124.91815,5.9215681
125.15392,5.8784319
125.38991,5.8745098
125.62612,5.8745098
125.86256,5.8705887
126.09922,5.9372539
126.3361,5.9058828
126.5732,5.913725
126.81053,5.8901961
127.04807,5.8862745
127.28584,5.8901961
127.52384,5.8784314
127.76205,5.8784314
128.00049,5.8823549
128.23915,6.101957
128.47803,5.9098054
128.71713,5.8862745
128.95646,5.8784328
129.19601,6.0156839
129.43578,5.8784328
129.67577,5.8980392
129.91598,5.8980392
130.15642,5.8941181
130.39708,5.9333324
130.63796,5.890197
130.87907,5.9607829
131.12039,5.8823534
131.36194,5.8666667
131.60371,5.8627456
131.84571,5.909803
132.08792,5.8823534
132.33036,5.8901961
132.57302,5.8862745
132.81591,5.8705892
133.05901,5.941175
133.30234,5.8823534
133.54589,5.8745098
133.78966,5.8784314
134.03365,5.8745098
134.27787,5.8666667
134.52231,5.8705882
134.76697,5.8666671
135.01185,5.9176461
135.25696,5.8901961
135.50228,5.8705887
135.74783,5.8745098
135.99361,5.8901956
136.2396,5.8745098
136.48582,5.8705887
136.73226,5.8901956
136.97892,5.8823529
137.2258,5.8784314
137.47291,5.8745098
137.72024,5.8862745
137.96779,5.9098034
138.21556,5.9019608
138.46356,5.8823529
138.71177,5.8823529
138.96021,5.8666667
139.20887,5.8627451
139.45776,5.8627461
139.70687,5.949021
139.95619,6.1568575
140.20575,5.9176495
140.45552,5.8784319
140.70551,5.8666671
140.95573,5.8901961
141.20617,5.9294108
141.45684,5.9058828
141.70772,5.9098034
141.95883,5.8745103
142.21016,5.8705882
142.46171,5.8745098
142.71348,5.8823525
142.96548,5.8627451
143.2177,5.8509809
143.47014,5.8627451
143.7228,5.8666667
143.97569,5.8784314
144.22879,5.9019603
144.48212,5.8745103
144.73568,5.8705882
144.98945,5.8745098
145.24345,5.8705882
145.49767,5.8666667
145.75211,5.8666667
146.00677,5.8745098
146.26166,5.8980383
146.51677,5.8666671
146.7721,5.8705882
147.02765,5.8823529
147.28343,5.8823529
147.53942,5.8705882
147.79564,5.8745103
148.05208,5.9019617
148.30875,5.9999976
148.56564,5.9137264
148.82274,5.886275
149.08008,5.8980397
149.33763,5.9333333
149.5954,5.9764696
149.8534,5.9450976
150.11162,5.8941181
150.37006,5.8784314
150.62873,5.8705882
150.88762,5.8705882
151.14673,5.8823529
151.40606,5.8784323
151.66561,5.9333324
151.92539,5.9215681
152.18539,5.8784328
152.44561,5.9254897
152.70605,5.9490182
152.96672,5.8901966
153.2276,5.8784319
153.48871,5.8901956
153.75005,5.8745103
154.0116,5.8784314
154.27338,5.8901956
154.53538,5.8666671
154.7976,5.8705882
155.06004,5.8666676
155.32271,5.9333314
155.5856,5.8745108
155.84871,5.8705882
156.11204,5.8745098
156.37559,5.8784319
156.63937,5.9098039
156.90337,5.9372535
157.16759,5.8901966
157.43204,5.8823539
157.6967,5.9372535
157.96159,5.9176471
158.2267,5.8941186
158.49204,5.9176466
158.75759,5.9019608
159.02337,5.8823534
159.28937,5.8901956
159.55559,5.8784323
159.82204,5.909803
160.08871,5.8862759
160.35559,5.9529412
160.62271,6.0274472
160.89004,5.8745132
161.1576,5.9058828
161.42538,5.9529393
161.69338,5.8941191
161.9616,5.9137245
162.23004,5.8666676
162.49871,5.8784314
162.7676,5.8901956
163.03671,5.8784328
163.30605,5.9568599
163.57561,5.8862755
163.84538,5.8705887
164.11539,5.8745108
164.38561,5.9215672
164.65606,5.8823539
164.92672,5.8823529
165.19761,5.8745108
165.46873,5.9176456
165.74006,5.882363
166.01162,6.3725327
